id , Source name , Other name , RA (J2000.0) , Dec (J2000.0) , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Comment on redshift , Comment on rmag , Commenton radio flux , Fermi flux1-100 GeV(ph/cm2/s) , aro-aox-arx
3225 , "5BZQJ2151-2742 " , "2QZJ215121.9-274" , "21 51 21.9" , "-27 42 23.18" , "21.34" , "-50.27" , 1.485 , 19.1 , 7211 , 315 , 647 , 1.26 , ". " , " " , " " , 5e-10 , 0.743
3226 , "5BZQJ2151+0709 " , "PKS 2149+069 " , "21 51 31.43" , "+07 09 26.78" , "64.5" , "-34.6" , 1.364 , 18 , 7211 , 881 , 0 , 0 , " ? " , " " , " " , 0 , 0.721
3227 , "5BZQJ2151+0552 " , "PKS 2149+056 " , "21 51 37.87" , "+05 52 13.0" , "63.31" , "-35.45" , 0.74 , 20.9 , 7211 , 684 , 0 , 0 , ". " , " " , " " , 0 , 0.949
3228 , "5BZQJ2151-3027 " , "PKS2149-307 " , "21 51 55.51" , "-30 27 53.71" , "17.07" , "-50.79" , 2.345 , 17.4 , 7211 , 1244 , 461 , 4.81 , ". " , " " , " " , 6e-10 , 0.717
3229 , "5BZQJ2152-7807 " , "PKS2146-78 " , "21 52 03.15" , "-78 07 06.59" , "313.16" , "-35.19" , 3.997 , 19.6 , 7211 , 508 , 0 , 0.12 , ". " , " " , " " , 0 , 0.734
3230 , "5BZBJ2152-1205 " , "BZBJ2152-1205 " , "21 52 14.1" , "-12 05 41.38" , "43.6" , "-45.49" , 0 , 18.6 , 7300 , 53 , 0 , 2.44 , ". " , " " , " " , 0 , 0.508
3231 , "5BZBJ2152+1734 " , "PKS 2149+173 " , "21 52 24.82" , "+17 34 37.81" , "73.63" , "-27.7" , 0 , 19 , 7300 , 681 , 257 , 0.11 , ". " , " " , " " , 6e-10 , 0.783
3232 , "5BZBJ2153-0042 " , "1RXSJ215305.2-00" , "21 53 05.33" , "-00 42 30.59" , "57.01" , "-39.75" , 0.341 , 18.1 , 7300 , 25 , 0 , 3.05 , " ? " , " " , " " , 0 , 0.402
3233 , "5BZQJ2153-1136 " , "BZQJ2153-1136 " , "21 53 50.22" , "-11 36 13.89" , "44.48" , "-45.61" , 1.582 , 20.2 , 7211 , 93 , 304 , 0 , ". " , " " , " " , 8e-10 , 0.713
3234 , "5BZQJ2154-1501 " , "PKS2151-153 " , "21 54 07.43" , "-15 01 31.51" , "40.05" , "-47.15" , 1.208 , 16.3 , 7211 , 311 , 0 , 0.4 , ". " , " " , " " , 0 , 0.496
3235 , "5BZQJ2155+2250 " , "GC2152+22 " , "21 55 06.46" , "+22 50 22.3" , "78.2" , "-24.35" , 1.35 , 19.4 , 7211 , 539 , 0 , 0 , ". " , " " , " " , 0 , 0.783
3236 , "5BZUJ2156-0037 " , "PKS2153-008 " , "21 56 14.76" , "-00 37 04.58" , "57.71" , "-40.34" , 0.495 , 20.9 , 7900 , 233 , 508 , 0.24 , " ? " , " " , " " , 0 , 0.83
3237 , "5BZQJ2156-2012 " , "PKS 2153-204 " , "21 56 33.76" , "-20 12 30.88" , "33.09" , "-49.57" , 1.309 , 17.1 , 7211 , 167 , 0 , 0 , ". " , " " , " " , 0 , 0.524
3238 , "5BZBJ2156-0855 " , "FIRSTJ21568-0855" , "21 56 50.33" , "-08 55 35.4" , "48.33" , "-44.99" , 0 , 18.9 , 7300 , 22 , 0 , 0 , ". " , " " , " " , 0 , 0.471
3239 , "5BZQJ2157+1014 " , "MC 2154+100 " , "21 57 12.85" , "+10 14 24.79" , "68.41" , "-33.62" , 0.761 , 19.6 , 7211 , 303 , 184 , 0.38 , ". " , " " , " " , 0 , 0.768
3240 , "5BZQJ2157+3127 " , "B2 2155+31 " , "21 57 28.81" , "+31 27 01.4" , "84.75" , "-18.24" , 1.486 , 20.1 , 7211 , 424 , 364 , 0.26 , ". " , " " , " " , 2.5e-9 , 0.8
3241 , "5BZQJ2157+0649 " , "CRATESJ215742+06" , "21 57 43.24" , "+06 49 21.39" , "65.41" , "-35.99" , 0.626 , 20.1 , 7211 , 252 , 0 , 0.25 , ". " , " " , " " , 0 , 0.755
3242 , "5BZQJ2158-1501 " , "PKS2155-152 " , "21 58 06.28" , "-15 01 09.29" , "40.64" , "-48.03" , 0.672 , 17.3 , 7211 , 3021 , 809 , 0.81 , ". " , " " , " " , 1.1e-9 , 0.782
3243 , "5BZBJ2158-3013 " , "PKS 2155-304 " , "21 58 52.07" , "-30 13 32.08" , "17.73" , "-52.25" , 0.116 , 12.8 , 7300 , 489 , 0 , 324 , ". " , " " , " " , 2.35e-8 , 0.224
3244 , "5BZUJ2159-2841 " , "TGS249Z029 " , "21 59 10.96" , "-28 41 17.41" , "20.23" , "-52.12" , 0.271 , 16.7 , 7900 , 20 , 0 , 0.38 , ". " , " " , " " , 0 , 0.246
3245 , "5BZQJ2159-1500 " , "1WGAJ2159.3-1500" , "21 59 20.2" , "-15 00 37.0" , "40.83" , "-48.29" , 2.27 , 18.2 , 7211 , 83 , 0 , 0.14 , ". " , " " , " " , 0 , 0.545
3246 , "5BZQJ2200-1945 " , "PKS 2157-200 " , "22 00 07.76" , "-19 45 47.41" , "34.16" , "-50.22" , 1.198 , 19.1 , 7211 , 106 , 0 , 0 , ". " , " " , " " , 0 , 0.649
3247 , "5BZQJ2200+0234 " , "87GB21582+0220 " , "22 00 49.4" , "+02 34 30.1" , "61.92" , "-39.31" , 1.323 , 20.3 , 7211 , 77 , 0 , 0 , ". " , " " , " " , 0 , 0.701
3248 , "5BZQJ2200-1632 " , "PKS2158-167 " , "22 00 54.88" , "-16 32 32.71" , "38.93" , "-49.25" , 0.836 , 20.5 , 7211 , 240 , 0 , 0 , ". " , " " , " " , 0 , 0.814
3249 , "5BZQJ2201+5048 " , "PCCS1217G097.64-" , "22 01 43.54" , "+50 48 56.41" , "97.64" , "-3.54" , 1.899 , 18.8 , 7211 , 770 , 345 , 0.42 , ". " , " " , " " , 0 , 0.6
3250 , "5BZBJ2201-1707 " , "RXSJ22019-1706 " , "22 01 55.83" , "-17 07 00.29" , "38.25" , "-49.69" , 0.169 , 16.8 , 7390 , 4 , 0 , 2.21 , ". " , " " , " " , 0 , 0.117
3251 , "5BZQJ2202-8338 " , "PKS2154-83 " , "22 02 19.22" , "-83 38 11.79" , "307.96" , "-31.75" , 1.865 , 19.3 , 7211 , 1100 , 408 , 0 , ". " , " " , " " , 2.9e-9 , 0.827
3252 , "5BZBJ2202+4216 " , "BLLAC " , "22 02 43.29" , "+42 16 40.0" , "92.58" , "-10.44" , 0.069 , 12.5 , 7300 , 6051 , 4377 , 10.4 , ". " , " " , " " , 1.6e-9 , 0.286
3253 , "5BZQJ2202-2335 " , "PKS 2200-238 " , "22 02 55.99" , "-23 35 10.21" , "28.63" , "-51.95" , 2.12 , 18.7 , 7211 , 502 , 0 , 0 , ". " , " " , " " , 0 , 0.744
3254 , "5BZQJ2203+3145 " , "4C31.63 " , "22 03 14.98" , "+31 45 38.3" , "85.95" , "-18.78" , 0.295 , 14.3 , 7211 , 2878 , 2036 , 3.22 , ". " , " " , " " , 0 , 0.494
3255 , "5BZQJ2203+1725 " , "PKS2201+171 " , "22 03 26.87" , "+17 25 48.1" , "75.67" , "-29.64" , 1.076 , 17 , 7211 , 593 , 964 , 0.46 , ". " , " " , " " , 6.5e-9 , 0.625
3256 , "5BZQJ2203+7151 " , "CRATESJ220330+71" , "22 03 30.47" , "+71 51 08.49" , "110.57" , "13.13" , 1.535 , 18.8 , 7211 , 226 , 0 , 0 , ". " , " " , " " , 0 , 0.556
3257 , "5BZUJ2204+0440 " , "PKS 2201+04 " , "22 04 17.64" , "+04 40 01.99" , "64.7" , "-38.64" , 0.027 , 14.1 , 7900 , 468 , 252 , 0.72 , ". " , " " , " " , 6e-10 , 0.355
3258 , "5BZQJ2206-1835 " , "PKS2203-18 " , "22 06 10.42" , "-18 35 38.68" , "36.66" , "-51.17" , 0.619 , 18.5 , 7211 , 6399 , 545 , 0.08 , ". " , " " , " " , 0 , 0.923
3259 , "5BZQJ2206-2119 " , "PKS 2203-215 " , "22 06 41.38" , "-21 19 40.51" , "32.55" , "-52.17" , 0.577 , 18.6 , 7211 , 139 , 0 , 0.83 , ". " , " " , " " , 0 , 0.654
3260 , "5BZBJ2206-0031 " , "PLCKERC217G059.9" , "22 06 43.29" , "-00 31 02.49" , "59.91" , "-42.38" , 0 , 19.7 , 7300 , 152 , 267 , 0.2 , ". " , " " , " " , 6e-10 , 0.764
3261 , "5BZQJ2206-7735 " , "PKS2201-778 " , "22 06 44.45" , "-77 35 23.78" , "313.01" , "-36.11" , 0.98 , 17.3 , 7211 , 428 , 0 , 0 , ". " , " " , " " , 0 , 0.572
3262 , "5BZQJ2207+0041 " , "1WGAJ2207.3+0042" , "22 07 19.78" , "+00 41 57.3" , "61.32" , "-41.75" , 1.898 , 19.7 , 7211 , 164 , 0 , 0.3 , ". " , " " , " " , 0 , 0.717
3263 , "5BZQJ2207-5346 " , "PKS2204-54 " , "22 07 43.73" , "-53 46 33.81" , "339.89" , "-49.93" , 1.215 , 18.2 , 7211 , 1799 , 426 , 0.52 , ". " , " " , " " , 1.2e-9 , 0.805
3264 , "5BZQJ2207+1652 " , "BZQJ2207+1652 " , "22 07 52.86" , "+16 52 17.79" , "76.12" , "-30.77" , 1.639 , 19.9 , 7211 , 221 , 169 , 0 , ". " , " " , " " , 0 , 0.772
3265 , "5BZQJ2207-5707 " , "PKS 2204-573 " , "22 07 54.0" , "-57 07 36.69" , "335.3" , "-48.44" , 2.725 , 16.9 , 7211 , 474 , 0 , 0.2 , ". " , " " , " " , 0 , 0.589
3266 , "5BZUJ2208+6519 " , "GB6J2208+6519 " , "22 08 03.11" , "+65 19 38.78" , "106.94" , "7.66" , 1.121 , 0 , 7900 , 463 , 0 , 0 , ". " , " " , " " , 1e-9 , -9.9
3267 , "5BZUJ2209-4710 " , "NGC 7213 " , "22 09 16.25" , "-47 10 00.01" , "349.59" , "-52.59" , 0.006 , 10.3 , 7900 , 98 , 291 , 31.6 , ". " , " " , " " , 0 , -0.014
3268 , "5BZUJ2209-2453 " , "PKS 2206-251 " , "22 09 22.95" , "-24 53 32.78" , "27.1" , "-53.68" , 0.159 , 17.3 , 7900 , 455 , 0 , 0.47 , ". " , " " , " " , 0 , 0.556
3269 , "5BZUJ2211-2849 " , "QJ22110-2849 " , "22 11 05.29" , "-28 49 32.91" , "20.58" , "-54.73" , 1.84 , 18.6 , 7900 , 80 , 0 , 0.37 , " ? " , " " , " " , 0 , 0.484
3270 , "5BZBJ2211-0003 " , "RXSJ22111-0003 " , "22 11 08.33" , "-00 03 02.48" , "61.33" , "-42.96" , 0.362 , 18.7 , 7300 , 26 , 0 , 1.59 , ". " , " " , " " , 0 , 0.499
3271 , "5BZGJ2211-0023 " , "SDSSJ22111-0023 " , "22 11 09.88" , "-00 23 27.38" , "60.97" , "-43.18" , 0.448 , 19.3 , 7309 , 51 , 0 , 0 , ". " , " " , " " , 0 , 0.516
3272 , "5BZUJ2211-1328 " , "PKS 2208-137 " , "22 11 24.1" , "-13 28 09.69" , "44.88" , "-50.28" , 0.392 , 16.7 , 7900 , 1330 , 464 , 1.5 , ". " , " " , " " , 0 , 0.565
3273 , "5BZUJ2211+2919 " , "BZQJ2211+2919 " , "22 11 30.3" , "+29 19 48.89" , "85.82" , "-21.79" , 0.149 , 16.6 , 7900 , 27 , 0 , 0.44 , ". " , " " , " " , 0 , 0.276
3274 , "5BZQJ2211-3707 " , "A09.72 " , "22 11 50.52" , "-37 07 05.01" , "6.15" , "-55.05" , 0.32 , 16.5 , 7211 , 187 , 0 , 0.81 , ". " , " " , " " , 0 , 0.52
3275 , "5BZQJ2211+1841 " , "PG 2209+184 " , "22 11 53.88" , "+18 41 49.88" , "78.36" , "-30.05" , 0.07 , 15.3 , 7211 , 82 , 302 , 2.9 , ". " , " " , " " , 0 , 0.331
3276 , "5BZUJ2212+2355 " , "PKS2209+236 " , "22 12 05.96" , "+23 55 40.51" , "82.24" , "-26.09" , 1.125 , 19.6 , 7900 , 557 , 435 , 0.33 , " ? " , " " , " " , 1e-9 , 0.756
3277 , "5BZQJ2212+0646 " , "BZQJ2212+0646 " , "22 12 50.83" , "+06 46 08.68" , "68.52" , "-38.81" , 1.121 , 19.3 , 7211 , 327 , 199 , 0.22 , ". " , " " , " " , 1.2e-9 , 0.743
3278 , "5BZQJ2213-2529 " , "PKS 2210-25 " , "22 13 02.5" , "-25 29 30.08" , "26.4" , "-54.62" , 1.833 , 18.8 , 7211 , 1210 , 465 , 0 , ". " , " " , " " , 7e-10 , 0.821
3279 , "5BZQJ2214+3739 " , "B2.3 2211+37 " , "22 14 05.69" , "+37 39 09.21" , "91.55" , "-15.46" , 2.249 , 18.9 , 7211 , 194 , 0 , 0 , ". " , " " , " " , 0 , 0.621
3280 , "5BZBJ2214+0020 " , "GB6J2214+0020 " , "22 14 56.36" , "+00 20 00.2" , "62.56" , "-43.46" , 0 , 18.4 , 7300 , 45 , 0 , 0 , ". " , " " , " " , 0 , 0.476
3281 , "5BZQJ2215-2944 " , "PKS 2212-299 " , "22 15 16.02" , "-29 44 23.31" , "19.16" , "-55.73" , 2.702 , 16.9 , 7211 , 467 , 0 , 0.25 , ". " , " " , " " , 0 , 0.587
3282 , "5BZQJ2216+3518 " , "B2 2214+35 " , "22 16 20.01" , "+35 18 14.18" , "90.5" , "-17.62" , 0.51 , 17.3 , 7211 , 374 , 0 , 0 , " ? " , " " , " " , 0 , 0.567
3283 , "5BZQJ2216-5424 " , "CRATESJ221618-54" , "22 16 21.22" , "-54 24 47.91" , "338.11" , "-50.78" , 1.899 , 16.8 , 7211 , 86 , 0 , 0 , ". " , " " , " " , 0 , 0.445
3284 , "5BZQJ2216+3102 " , "GC2214+30 " , "22 16 42.71" , "+31 02 35.41" , "87.9" , "-21.11" , 2.462 , 21.2 , 7211 , 755 , 0 , 0 , ". " , " " , " " , 0 , 0.953
3285 , "5BZBJ2217+2421 " , "KPD2.46 " , "22 17 00.82" , "+24 21 46.0" , "83.52" , "-26.46" , 0 , 17.5 , 7300 , 528 , 424 , 0.36 , ". " , " " , " " , 9e-10 , 0.632
3286 , "5BZBJ2217-3106 " , "RXJ22174-3106 " , "22 17 28.46" , "-31 06 21.6" , "16.79" , "-56.31" , 0.46 , 19.5 , 7300 , 28 , 0 , 3.07 , ". " , " " , " " , 0 , 0.612
3287 , "5BZQJ2217+0220 " , "PKS 2215+02 " , "22 17 48.24" , "+02 20 10.71" , "65.29" , "-42.71" , 3.572 , 20.5 , 7211 , 781 , 0 , 0.19 , ". " , " " , " " , 0 , 0.904
3288 , "5BZQJ2218+1520 " , "GB6B2215+1505 " , "22 18 10.91" , "+15 20 35.69" , "77.08" , "-33.56" , 2.335 , 18.6 , 7211 , 111 , 0 , 0.27 , ". " , " " , " " , 0 , 0.597
3289 , "5BZQJ2218-0335 " , "4C-03.79 " , "22 18 52.03" , "-03 35 36.88" , "59.04" , "-46.65" , 0.901 , 16.3 , 7211 , 2218 , 613 , 0.75 , ". " , " " , " " , 0 , 0.677
3290 , "5BZQJ2219+1806 " , "GB6B2216+1751 " , "22 19 14.09" , "+18 06 35.6" , "79.46" , "-31.63" , 1.802 , 19.5 , 7211 , 159 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.706
3291 , "5BZQJ2219-2719 " , "CRATESJ221935-27" , "22 19 35.32" , "-27 19 03.28" , "23.68" , "-56.38" , 3.634 , 19.9 , 7211 , 304 , 0 , 0 , ". " , " " , " " , 0 , 0.779
3292 , "5BZBJ2219+2120 " , "1RXSJ221944.6+21" , "22 19 44.17" , "+21 20 53.19" , "81.95" , "-29.2" , 0.2 , 18.1 , 7300 , 177 , 0 , 1.03 , " ? " , " " , " " , 0 , 0.619
3293 , "5BZQJ2219-0051 " , "PKS2217-011 " , "22 19 47.27" , "-00 51 32.61" , "62.34" , "-45.15" , 1.878 , 20.3 , 7211 , 244 , 0 , 0 , ". " , " " , " " , 0 , 0.796
3294 , "5BZGJ2219+2613 " , "IRASF22175+2558 " , "22 19 49.74" , "+26 13 27.91" , "85.34" , "-25.37" , 0.085 , 15.8 , 7309 , 209 , 0 , 1.11 , ". " , " " , " " , 0 , 0.491
3295 , "5BZQJ2219+0736 " , "1RXSJ221951.7+07" , "22 19 50.41" , "+07 36 50.9" , "70.86" , "-39.47" , 0.611 , 18.1 , 7211 , 100 , 0 , 0.39 , ". " , " " , " " , 0 , 0.508
3296 , "5BZBJ2221-5225 " , "BZBJ2221-5225 " , "22 21 29.29" , "-52 25 27.58" , "340.37" , "-52.38" , 0 , 16.7 , 7300 , 25 , 0 , 5.43 , ". " , " " , " " , 7e-10 , 0.278
3297 , "5BZBJ2222-1753 " , "1RXSJ222253.9-17" , "22 22 53.87" , "-17 53 21.01" , "40.13" , "-54.62" , 0.297 , 18.5 , 7300 , 5 , 0 , 1.55 , ". " , " " , " " , 0 , 0.39
3298 , "5BZQJ2223-3455 " , "RX J22231-3455 " , "22 23 05.93" , "-34 55 47.2" , "9.78" , "-57.48" , 0.298 , 15 , 7211 , 850 , 0 , 0.76 , ". " , " " , " " , 4e-10 , 0.473
3299 , "5BZBJ2223+0102 " , "2FGLJ2223.4+0104" , "22 23 29.57" , "+01 02 26.7" , "65.23" , "-44.63" , 0 , 18.3 , 7300 , 7 , 0 , 0.1 , ". " , " " , " " , 4e-10 , 0.299
3300 , "5BZQJ2223-1607 " , "PKS 2220-163 " , "22 23 41.16" , "-16 07 05.19" , "43.05" , "-54.1" , 0.881 , 19.2 , 7211 , 194 , 0 , 0 , ". " , " " , " " , 0 , 0.69
3301 , "5BZBJ2224-1126 " , "PKS 2221-116 " , "22 24 07.96" , "-11 26 21.08" , "50.07" , "-52.07" , 0.115 , 18.6 , 7300 , 559 , 0 , 0.13 , " ? " , " " , " " , 0 , 0.775
3302 , "5BZQJ2225+2118 " , "1Jy2223+210 " , "22 25 38.04" , "+21 18 06.4" , "83.16" , "-30.09" , 1.959 , 17.8 , 7211 , 1838 , 1096 , 1.54 , ". " , " " , " " , 0 , 0.767
3303 , "5BZBJ2225-1113 " , "PKS 2223-114 " , "22 25 43.72" , "-11 13 40.69" , "50.69" , "-52.3" , 0.997 , 18.3 , 7300 , 314 , 0 , 0 , " ? " , " " , " " , 0 , 0.605
3304 , "5BZQJ2225-0457 " , "3C446 " , "22 25 47.26" , "-04 57 01.4" , "58.96" , "-48.85" , 1.404 , 17.6 , 7211 , 7412 , 2545 , 0.89 , ". " , " " , " " , 2.2e-9 , 0.867
3305 , "5BZQJ2226+0052 " , "PKS2224+006 " , "22 26 46.54" , "+00 52 11.31" , "65.82" , "-45.36" , 2.262 , 21.4 , 7211 , 615 , 315 , 0 , ". " , " " , " " , 5e-10 , 0.968
3306 , "5BZBJ2227+0037 " , "BZBJ2227+0037 " , "22 27 58.14" , "+00 37 05.48" , "65.83" , "-45.75" , 0 , 18.1 , 7300 , 102 , 0 , 0 , ". " , " " , " " , 0 , 0.515
3307 , "5BZQJ2228+2503 " , "BZQJ2228+2503 " , "22 28 01.55" , "+25 03 03.09" , "86.22" , "-27.42" , 0.558 , 20.1 , 7211 , 25 , 0 , 0 , ". " , " " , " " , 0 , 0.655
3308 , "5BZQJ2228-0753 " , "1RXSJ222852.7-07" , "22 28 52.61" , "-07 53 46.6" , "55.91" , "-51.18" , 0.638 , 18 , 7211 , 173 , 0 , 0.48 , ". " , " " , " " , 0 , 0.611
3309 , "5BZQJ2229+3057 " , "1RXSJ222934.3+30" , "22 29 34.14" , "+30 57 12.09" , "90.27" , "-22.78" , 0.322 , 16.5 , 7211 , 155 , 0 , 0.95 , ". " , " " , " " , 0 , 0.437
3310 , "5BZQJ2229-0832 " , "PKS2227-08 " , "22 29 40.07" , "-08 32 54.38" , "55.22" , "-51.71" , 1.56 , 17.1 , 7211 , 969 , 1562 , 1.43 , ". " , " " , " " , 4.3e-9 , 0.684
3311 , "5BZQJ2230-1325 " , "TEX 2227-136 " , "22 30 15.3" , "-13 25 42.88" , "48.38" , "-54.34" , 1.42 , 18.3 , 7211 , 245 , 211 , 0 , ". " , " " , " " , 0 , 0.648
3312 , "5BZQJ2230+6946 " , "S52229+69 " , "22 30 36.47" , "+69 46 28.09" , "111.24" , "10.16" , 1.426 , 20.4 , 7211 , 509 , 215 , 0.1 , ". " , " " , " " , 0 , 0.739
3313 , "5BZQJ2230-3942 " , "PKS 2227-399 " , "22 30 40.27" , "-39 42 52.09" , "0.47" , "-58.31" , 0.318 , 16 , 7211 , 370 , 445 , 5.04 , ". " , " " , " " , 0 , 0.526
3314 , "5BZQJ2230-4416 " , "PKS 2227-445 " , "22 30 56.44" , "-44 16 29.89" , "352.23" , "-57.1" , 1.326 , 19.4 , 7211 , 555 , 222 , 0 , ". " , " " , " " , 0 , 0.804
3315 , "5BZQJ2232-1659 " , "CRATESJ223222-16" , "22 32 22.56" , "-16 59 01.89" , "43.15" , "-56.35" , 1.78 , 20.3 , 7211 , 535 , 0 , 0 , ". " , " " , " " , 0 , 0.878
3316 , "5BZQJ2232+1143 " , "4C-11.69 " , "22 32 36.41" , "+11 43 50.91" , "77.43" , "-38.59" , 1.037 , 16.7 , 7211 , 7202 , 1975 , 1.26 , ". " , " " , " " , 2.9e-9 , 0.783
3317 , "5BZBJ2233+1336 " , "1WGAJ2233.0+1336" , "22 33 01.12" , "+13 36 02.01" , "79.05" , "-37.22" , 0.214 , 18 , 7300 , 25 , 0 , 1.51 , ". " , " " , " " , 0 , 0.492
3318 , "5BZQJ2234-2055 " , "PKS 2232-211 " , "22 34 57.43" , "-20 55 03.21" , "36.74" , "-58.33" , 1.443 , 18.8 , 7211 , 294 , 0 , 0 , ". " , " " , " " , 0 , 0.705
3319 , "5BZQJ2235-4835 " , "PKS2232-488 " , "22 35 13.24" , "-48 35 58.81" , "344.48" , "-56.07" , 0.51 , 19.2 , 7211 , 1216 , 623 , 1.35 , ". " , " " , " " , 6e-10 , 0.852
3320 , "5BZBJ2235-3629 " , "2FGLJ2236.1-3628" , "22 35 54.83" , "-36 29 02.9" , "6.29" , "-59.91" , 0 , 19.1 , 7300 , 68 , 0 , 0 , ". " , " " , " " , 6e-10 , 0.704
3321 , "5BZQJ2235-1826 " , "CGRaBSJ2235-1826" , "22 35 56.16" , "-18 26 12.58" , "41.29" , "-57.7" , 2.153 , 20.9 , 7211 , 112 , 0 , 0 , ". " , " " , " " , 0 , 0.796
3322 , "5BZBJ2236-1706 " , "PKS 2233-173 " , "22 36 09.52" , "-17 06 21.99" , "43.61" , "-57.23" , 0.647 , 19 , 7300 , 309 , 0 , 0 , ". " , " " , " " , 0 , 0.687
3323 , "5BZQJ2236+2828 " , "B22234+28A " , "22 36 22.46" , "+28 28 57.39" , "90.11" , "-25.65" , 0.79 , 17.2 , 7211 , 1103 , 1487 , 0.61 , ". " , " " , " " , 5.1e-9 , 0.698
3324 , "5BZBJ2236-1433 " , "PKS 2233-148 " , "22 36 34.08" , "-14 33 22.21" , "47.88" , "-56.22" , 0 , 19.2 , 7300 , 542 , 689 , 0.42 , ". " , " " , " " , 3.9e-9 , 0.811
3325 , "5BZQJ2236+7322 " , "S5 2235+73 " , "22 36 38.59" , "+73 22 52.71" , "113.55" , "13.01" , 1.345 , 19.9 , 7211 , 268 , 0 , 0 , ". " , " " , " " , 0 , 0.667
3326 , "5BZQJ2237-3921 " , "PCCS1217G000.60-" , "22 37 08.1" , "-39 21 37.9" , "0.59" , "-59.6" , 0.297 , 17.8 , 7211 , 175 , 290 , 0.83 , ". " , " " , " " , 5e-10 , 0.587
3327 , "5BZQJ2238+0724 " , "BZQJ2238+0724 " , "22 38 10.39" , "+07 24 14.0" , "75.05" , "-42.75" , 1.011 , 17.8 , 7211 , 119 , 0 , 0 , ". " , " " , " " , 0 , 0.533
3328 , "5BZGJ2238-3940 " , "RXSJ22382-3940 " , "22 38 12.75" , "-39 40 19.3" , "359.9" , "-59.73" , 0.251 , 16 , 7309 , 20 , 0 , 3.18 , ". " , " " , " " , 0 , 0.191
3329 , "5BZQJ2238+2749 " , "CRATESJ223813+27" , "22 38 12.86" , "+27 49 52.78" , "90.09" , "-26.42" , 0.835 , 20.8 , 7211 , 94 , 0 , 0 , ". " , " " , " " , 0 , 0.804
3330 , "5BZQJ2238+0412 " , "GB6B2235+0357 " , "22 38 19.31" , "+04 12 31.6" , "72.08" , "-45.12" , 1.009 , 17.1 , 7211 , 68 , 0 , 0 , ". " , " " , " " , 0 , 0.417
3331 , "5BZQJ2239-5525 " , "PKS 2335-556 " , "22 39 06.03" , "-55 25 59.41" , "333.9" , "-53" , 1.975 , 19.7 , 7211 , 296 , 0 , 0 , ". " , " " , " " , 0 , 0.772
3332 , "5BZQJ2239-5701 " , "PKS2236-572 " , "22 39 12.07" , "-57 01 00.8" , "331.8" , "-52.06" , 0.569 , 20.4 , 7211 , 344 , 652 , 0.2 , ". " , " " , " " , 0 , 0.909
3333 , "5BZGJ2239-0631 " , "1WGAJ2239.7-0631" , "22 39 46.9" , "-06 31 50.98" , "60.27" , "-52.58" , 0.264 , 18.6 , 7309 , 120 , 0 , 0.76 , ". " , " " , " " , 0 , 0.517
3334 , "5BZBJ2240+1326 " , "1RXSJ224046.4+13" , "22 40 46.9" , "+13 26 02.68" , "80.79" , "-38.52" , 0.66 , 18.9 , 7300 , 14 , 0 , 1.27 , ". " , " " , " " , 0 , 0.388
3335 , "5BZBJ2241+4120 " , "S4 2238+41 " , "22 41 07.2" , "+41 20 11.61" , "98.16" , "-15.19" , 0 , 17.7 , 7300 , 336 , 0 , 0 , ". " , " " , " " , 0 , 0.589
3336 , "5BZQJ2241+0953 " , "PKS 2239+096 " , "22 41 49.72" , "+09 53 52.4" , "78.16" , "-41.45" , 1.707 , 18.6 , 7211 , 481 , 281 , 0.39 , ". " , " " , " " , 0 , 0.726
3337 , "5BZBJ2243-0609 " , "CRATESJ224310-06" , "22 43 08.76" , "-06 09 02.59" , "61.61" , "-53.01" , 0 , 18.5 , 7300 , 109 , 0 , 0 , ". " , " " , " " , 0 , 0.622
3338 , "5BZBJ2243-2544 " , "PKS 2240-260 " , "22 43 26.4" , "-25 44 30.69" , "28.35" , "-61.39" , 0.774 , 17.2 , 7300 , 1102 , 323 , 0.68 , ". " , " " , " " , 1.6e-9 , 0.635
3339 , "5BZBJ2243+2021 " , "RGBJ2243+203 " , "22 43 54.72" , "+20 21 03.88" , "86.56" , "-33.37" , 0 , 15.7 , 7300 , 109 , 0 , 0.97 , ". " , " " , " " , 3.9e-9 , 0.335
3340 , "5BZUJ2244-2954 " , "2QZJ224409-2954 " , "22 44 09.11" , "-29 54 45.0" , "19.64" , "-62" , 1.197 , 17.8 , 7900 , 42 , 0 , 0.32 , ". " , " " , " " , 0 , 0.377
3341 , "5BZQJ2244+4057 " , "S4 2241+40 " , "22 44 12.72" , "+40 57 13.6" , "98.49" , "-15.81" , 1.171 , 19.7 , 7211 , 227 , 557 , 0 , ". " , " " , " " , 2.6e-9 , 0.69
3342 , "5BZQJ2244+2600 " , "BZQJ2244+2600 " , "22 44 35.15" , "+26 00 20.69" , "90.33" , "-28.72" , 2.042 , 18.7 , 7211 , 70 , 0 , 0 , ". " , " " , " " , 0 , 0.574
3343 , "5BZBJ2244-0006 " , "SDSSJ22448-0006 " , "22 44 48.09" , "-00 06 19.51" , "69.3" , "-49.33" , 0 , 18.5 , 7300 , 6 , 0 , 0.47 , ". " , " " , " " , 0 , 0.303
